PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,OutLinkNum2,OutLinkProp2,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,InLinkNum2,InLinkProp2
8275921,Nonactor,0,0.0,0,0.0,55,4.41551080636e-05,0,0.0,0,0.0,0,0.0
9490900,Nonactor,0,0.0,1,0.000135372952484,146,0.000136990542961,0,0.0,0,0.0,11,2.81778895785e-05
4877769,Nonactor,0,0.0,0,0.0,167,7.0185436648e-05,0,0.0,0,0.0,6,9.1447522839e-06
32160201,Nonactor,0,0,0,0,0,0,0,0,0,0,0,0
8475260,Nonactor,0,0.0,3,0.000125791437796,138,5.80596954643e-05,0,0.0,0,0.0,0,0.0
892423,Nonactor,0,0.0,0,0.0,77,0.000106375924227,0,0.0,0,0.0,0,0.0
18713464,Nonactor,0,0.0,2,0.000484496124031,171,0.000311487892047,0,0,0,0,0,0
4338328,Nonactor,0,0.0,0,0.0,23,2.94139839195e-05,0,0.0,0,0.0,0,0.0
31996249,Nonactor,0,0,0,0,0,0,0,0.0,0,0.0,1,7.49602710563e-06
11217748,Nonactor,0,0.0,0,0.0,56,6.58167684672e-05,0,0.0,0,0.0,1,8.83119176933e-06
15065942,Nonactor,0,0.0,0,0.0,34,6.15020612235e-05,0,0.0,0,0.0,0,0.0
20884348,Nonactor,0,0.0,0,0.0,165,8.09228937242e-05,0,0.0,0,0.0,5,1.77583304328e-05
33373430,Nonactor,0,0,0,0,0,0,0,0.0,0,0,0,0
9590026,Nonactor,0,0.0,0,0.0,39,0.000188953488372,0,0.0,19,0.000119065523638,4995,0.000217348708655
12857943,Nonactor,0,0.0,0,0.0,116,4.15796838797e-05,0,0.0,0,0.0,21,3.88280869808e-06
25803872,Nonactor,0,0,0,0,0,0,0,0,0,0,0,0
19717703,Nonactor,0,0.0,0,0.0,33,4.42379411394e-05,0,0.0,0,0.0,1,3.90161683001e-06
16442417,Nonactor,0,0.0,0,0.0,64,0.000412087027629,0,0.0,0,0.0,0,0.0
28388120,Nonactor,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
